projects_completed,tenure_months,portfolio_strength,on_time_delivery_percent,avg_client_rating,rating_trajectory,dispute_rate,project_category,project_success_score,project_price_inr
7,7,0.72,0.81,4.12,0.19,0.086,Web Development,42.49,201536
28,25,0.83,0.75,3.87,0.29,0.134,Mobile Development,37.7,255069
29,33,0.99,0.81,4.06,0.19,0.122,Graphic Design,55.61,302036
18,16,0.98,0.79,3.65,0.22,0.127,UI/UX Design,40.24,254707
8,9,0.7,0.79,3.86,0.12,0.115,Graphic Design,34.53,153389
27,20,0.81,0.8,3.77,0.01,0.146,Mobile Development,33.25,247297
11,11,0.95,0.89,4.34,-0.09,0.102,Graphic Design,50.31,268059
49,59,0.92,0.79,3.87,0.15,0.119,UI/UX Design,48.31,381074
50,54,0.74,0.98,5.0,-0.12,0.011,Mobile Development,86.0,441704
32,35,0.63,0.84,3.91,0.07,0.135,UI/UX Design,39.16,266155
38,43,0.57,0.72,3.59,0.14,0.124,Web Development,28.77,188091
37,56,0.74,0.78,3.88,0.22,0.113,Web Development,48.09,301810
13,7,0.86,0.93,4.43,-0.1,0.059,Graphic Design,56.73,216705
20,20,0.98,0.73,3.62,0.19,0.141,Graphic Design,26.68,249208
19,16,0.93,1.0,5.0,-0.05,0.012,Mobile Development,80.93,393459
15,13,0.6,0.82,4.07,0.08,0.093,Mobile Development,32.79,198117
25,31,0.86,0.87,4.45,-0.11,0.072,Web Development,52.76,323001
50,56,0.64,0.99,4.67,-0.08,0.039,Web Development,73.37,388263
43,50,0.84,0.86,4.31,0.18,0.084,UI/UX Design,62.67,352266
35,49,0.83,0.99,4.65,-0.1,0.049,Web Development,71.96,360898
19,10,0.64,0.96,4.51,0.12,0.06,Web Development,67.92,245517
6,11,0.62,0.97,4.4,-0.14,0.096,UI/UX Design,52.07,164219
32,31,0.55,0.92,4.31,0.03,0.093,Web Development,54.27,256965
50,59,0.53,0.77,3.8,0.17,0.143,Graphic Design,27.13,270527
6,9,0.93,0.82,4.26,-0.04,0.092,UI/UX Design,47.44,264384
22,24,0.52,0.79,3.86,0.01,0.138,Web Development,21.5,169621
22,25,0.54,0.97,4.72,0.06,0.066,UI/UX Design,64.71,255208
32,38,0.62,0.8,4.08,0.29,0.123,Web Development,45.36,241527
32,25,0.94,0.75,3.68,0.01,0.136,Web Development,31.81,295998
40,54,0.67,0.93,4.33,0.06,0.092,Mobile Development,55.47,308771
16,17,0.6,0.79,3.78,0.27,0.114,UI/UX Design,29.85,167439
50,52,0.86,0.9,4.52,-0.11,0.086,Graphic Design,63.61,410601
7,6,0.66,0.97,4.68,-0.15,0.051,Web Development,63.66,207997
23,31,0.67,0.86,4.23,0.05,0.108,Graphic Design,42.84,197822
20,19,0.87,0.9,4.25,0.17,0.074,Mobile Development,60.54,272705
41,43,0.63,0.88,4.48,0.11,0.072,Graphic Design,55.25,294596
34,42,0.95,0.9,4.66,-0.04,0.037,Mobile Development,65.27,393231
19,16,0.78,0.75,3.75,0.04,0.127,UI/UX Design,30.18,175698
28,41,0.77,0.84,4.24,-0.07,0.074,Mobile Development,45.01,294410
11,18,0.63,0.7,3.5,0.26,0.148,Web Development,20.58,99969
38,48,0.92,0.9,4.58,0.12,0.066,Mobile Development,66.64,381998
13,8,0.79,0.88,4.35,-0.09,0.096,UI/UX Design,52.78,241735
37,38,0.58,0.78,3.65,0.06,0.129,UI/UX Design,29.57,194675
7,11,0.6,0.84,4.19,0.03,0.098,Web Development,35.77,144033
49,55,0.73,0.85,4.2,-0.03,0.077,Web Development,53.77,365674
17,15,0.89,0.79,3.91,0.16,0.133,Graphic Design,41.9,232450
8,10,0.97,0.81,4.05,0.07,0.104,Web Development,49.54,247811
19,28,0.83,0.94,4.52,0.13,0.059,Mobile Development,62.48,290586
17,15,0.75,0.93,4.46,0.02,0.072,Web Development,56.61,278107
48,49,0.63,0.83,4.09,0.12,0.102,Graphic Design,43.66,325026
10,7,0.84,0.92,4.42,0.09,0.086,Web Development,57.99,271700
13,18,0.99,0.86,4.09,0.07,0.122,Graphic Design,45.82,256131
29,45,0.74,0.95,4.77,0.07,0.036,Web Development,67.28,329307
17,7,0.58,0.78,3.77,0.11,0.11,UI/UX Design,27.76,153291
28,25,0.55,0.96,4.6,-0.03,0.069,Web Development,56.08,239085
11,6,0.63,0.85,4.08,0.07,0.119,Mobile Development,38.17,158604
43,42,0.78,0.86,4.08,0.06,0.106,UI/UX Design,51.17,366770
16,14,0.97,0.92,4.7,-0.15,0.037,Web Development,63.29,340788
18,22,0.65,0.79,3.68,0.28,0.132,Web Development,35.39,174469
18,14,0.65,0.91,4.46,0.1,0.079,UI/UX Design,51.75,232109
12,16,0.74,0.8,3.89,0.25,0.112,UI/UX Design,39.42,170983
15,20,0.96,0.84,4.18,0.23,0.109,UI/UX Design,51.07,266192
30,29,0.71,0.9,4.33,0.03,0.072,Mobile Development,55.55,246542
41,43,0.61,0.8,4.01,0.03,0.104,Web Development,37.9,238516
43,60,0.58,0.74,3.73,0.1,0.148,Graphic Design,24.53,249097
28,40,0.73,0.96,4.71,-0.01,0.056,Web Development,69.92,343737
29,35,0.9,0.99,5.0,0.14,0.01,Web Development,90.03,362810
28,36,0.65,0.88,3.99,0.01,0.101,UI/UX Design,42.79,227030
47,54,0.76,0.94,4.57,0.11,0.075,Graphic Design,75.39,373526
12,10,0.8,1.0,4.65,0.13,0.04,Web Development,72.13,276476
47,49,0.73,0.88,4.18,0.03,0.115,Web Development,53.77,311750
47,55,0.6,0.96,4.47,-0.17,0.088,UI/UX Design,56.79,311696
16,19,0.96,0.83,4.01,0.15,0.098,Web Development,51.86,261351
39,58,0.78,0.91,4.59,-0.19,0.078,Mobile Development,60.27,384736
17,16,0.86,0.73,3.57,0.26,0.15,Web Development,31.56,180664
6,14,0.82,0.94,4.61,-0.12,0.058,Mobile Development,58.76,236950
30,39,1.0,0.97,4.82,0.03,0.032,UI/UX Design,79.02,391753
14,17,0.73,0.82,3.88,0.14,0.107,Web Development,35.7,163072
32,40,0.71,0.89,4.19,0.23,0.098,Mobile Development,58.06,281147
28,40,0.68,0.95,4.59,-0.2,0.06,Web Development,55.57,287629
5,6,0.68,0.96,4.35,0.16,0.086,UI/UX Design,61.8,136393
44,45,0.64,0.72,3.89,0.19,0.112,UI/UX Design,33.91,261196
30,27,0.99,0.97,4.68,-0.12,0.045,Web Development,71.16,366898
38,34,0.94,0.8,4.02,0.1,0.122,UI/UX Design,49.29,331570
14,13,0.66,0.91,4.38,0.05,0.097,Mobile Development,49.08,191890
18,16,0.65,0.79,3.98,0.23,0.12,UI/UX Design,31.62,212378
45,46,0.55,0.7,3.5,0.19,0.136,UI/UX Design,22.09,215316
29,42,0.94,0.78,3.94,0.26,0.099,Mobile Development,48.37,290699
23,19,0.69,0.82,4.2,0.04,0.096,Web Development,44.69,260775
37,35,0.79,0.93,4.15,0.25,0.1,UI/UX Design,63.83,304034
30,40,0.95,0.75,3.82,0.18,0.13,Web Development,37.64,302859
31,26,0.7,0.94,4.46,-0.1,0.09,Mobile Development,60.57,290358
46,42,0.9,1.0,4.63,0.13,0.065,Web Development,80.3,447633
16,10,0.72,0.93,4.29,-0.01,0.103,UI/UX Design,50.3,220022
25,24,0.85,0.85,4.17,0.27,0.081,UI/UX Design,55.86,274098
13,19,0.72,0.87,4.27,-0.09,0.097,UI/UX Design,38.72,198994
33,31,0.7,0.7,3.5,0.08,0.15,Mobile Development,21.83,220639
6,9,1.0,0.79,3.69,0.22,0.133,UI/UX Design,37.51,213590
29,30,0.81,0.98,4.71,-0.2,0.072,Web Development,66.27,350858
44,50,0.68,0.7,3.51,0.03,0.15,Graphic Design,26.13,247827
23,47,0.63,0.96,4.71,-0.12,0.071,Graphic Design,61.76,249114
29,30,0.52,0.71,3.65,0.01,0.148,UI/UX Design,11.41,161450
35,23,0.85,0.75,3.89,0.13,0.117,Mobile Development,42.52,307132
28,45,0.69,0.75,3.8,0.24,0.107,Web Development,33.66,238595
14,13,0.91,0.96,4.36,0.0,0.087,Web Development,59.15,270795
28,44,0.68,0.84,4.09,0.08,0.093,Mobile Development,44.4,258579
34,45,0.69,0.74,3.81,0.02,0.117,Web Development,28.07,225425
9,19,0.89,0.92,4.58,-0.13,0.044,UI/UX Design,56.04,267994
33,37,0.74,0.98,5.0,0.12,0.032,Web Development,81.64,340929
50,56,0.94,0.89,4.46,-0.13,0.065,Graphic Design,66.08,431632
39,43,0.8,0.73,3.5,0.04,0.15,Mobile Development,19.0,282354
28,38,0.62,0.7,3.5,0.28,0.15,Web Development,20.41,186597
22,28,0.78,0.94,4.56,0.17,0.06,Web Development,71.54,276215
21,20,0.5,0.86,4.23,0.2,0.083,Mobile Development,43.74,171037
29,38,0.66,0.97,4.58,0.16,0.072,Web Development,68.72,266045
20,30,0.6,0.85,4.26,0.09,0.079,Mobile Development,46.1,201174
20,22,0.83,0.73,3.5,0.29,0.148,UI/UX Design,20.5,211404
28,38,0.57,0.8,3.88,0.17,0.106,Mobile Development,33.43,168385
46,52,0.65,0.89,3.97,0.1,0.103,Web Development,52.49,308252
50,60,0.67,0.81,3.85,0.24,0.106,Web Development,45.87,266968
23,7,0.5,0.98,4.64,-0.15,0.056,UI/UX Design,59.89,196582
20,19,0.52,0.8,4.09,0.17,0.12,Web Development,33.98,135357
50,58,0.66,0.85,3.99,0.16,0.095,Graphic Design,53.4,309567
35,45,0.61,0.75,3.71,0.07,0.131,Graphic Design,29.57,205647
36,45,0.56,0.73,3.54,0.0,0.139,Web Development,22.85,212141
50,56,0.58,0.88,4.25,-0.04,0.085,Web Development,54.51,322054
36,44,0.92,0.89,4.28,0.19,0.098,Web Development,63.91,341533
47,56,0.84,0.71,3.51,0.09,0.147,Mobile Development,22.3,310665
19,11,0.74,0.78,3.77,0.23,0.134,Web Development,32.7,186355
11,11,0.95,0.91,4.48,-0.01,0.09,Mobile Development,58.78,281089
18,8,0.51,0.92,4.62,-0.05,0.065,Web Development,50.82,205313
16,12,0.67,0.79,3.88,0.23,0.113,Web Development,32.81,191397
49,56,0.91,0.91,4.71,0.0,0.049,Web Development,77.39,474351
11,13,0.81,0.79,3.88,0.18,0.127,UI/UX Design,36.17,207820
42,47,0.99,0.93,4.62,0.0,0.068,Mobile Development,74.7,419569
45,57,0.97,0.93,4.39,-0.11,0.074,UI/UX Design,66.54,415039
22,20,0.58,0.72,3.58,0.07,0.15,Web Development,14.11,141252
43,52,0.99,0.92,4.42,-0.02,0.078,UI/UX Design,70.48,388137
35,34,0.97,0.82,3.85,0.28,0.141,UI/UX Design,51.04,329556
33,38,0.69,0.75,3.58,0.14,0.15,Graphic Design,29.4,230447
50,57,0.99,0.87,4.31,-0.05,0.098,UI/UX Design,66.0,408748
29,35,0.52,0.81,4.18,0.26,0.077,Mobile Development,44.2,199962
35,44,0.83,0.94,4.63,0.0,0.055,Web Development,69.96,346408
30,32,0.63,0.71,3.61,0.21,0.144,Web Development,21.71,199988
41,41,0.56,0.92,4.32,0.1,0.085,Graphic Design,60.01,292469
35,34,0.79,0.74,3.73,0.13,0.142,Graphic Design,33.9,296846
38,43,0.65,0.75,3.63,0.1,0.15,Mobile Development,28.3,235989
35,38,0.83,0.86,4.03,0.22,0.119,Mobile Development,53.2,320510
38,42,0.77,0.84,3.98,0.08,0.101,Web Development,47.96,295922
23,32,0.7,0.99,4.74,-0.16,0.05,Web Development,68.12,280920
50,60,0.59,0.86,4.12,0.12,0.096,UI/UX Design,47.49,304062
27,38,0.8,0.8,3.99,0.01,0.121,Mobile Development,39.29,270508
6,9,0.91,0.99,4.68,-0.09,0.071,Graphic Design,65.3,267023
25,27,0.8,0.8,3.97,0.06,0.104,Web Development,38.66,231397
8,7,0.81,0.79,3.83,0.14,0.123,Web Development,35.21,175039
20,15,0.76,0.85,4.14,0.24,0.108,UI/UX Design,52.86,240557
14,10,0.69,0.97,4.52,-0.14,0.051,Graphic Design,57.0,227841
16,15,0.73,0.91,4.63,0.12,0.078,Web Development,56.63,255852
27,38,0.99,0.93,4.24,0.17,0.103,Mobile Development,66.4,343251
49,59,0.87,0.93,4.87,-0.2,0.042,Mobile Development,73.05,444116
36,43,0.72,0.89,4.41,0.14,0.088,Mobile Development,57.1,320116
19,18,0.73,0.93,4.24,0.09,0.104,UI/UX Design,52.84,237458
29,36,0.75,0.76,3.77,0.08,0.129,UI/UX Design,30.62,241017
46,52,0.83,0.76,3.8,0.08,0.124,Mobile Development,40.94,344551
34,41,0.73,0.81,4.19,0.01,0.109,Graphic Design,39.02,297661
44,50,0.84,0.96,4.44,-0.04,0.089,Web Development,67.85,355118
30,29,0.66,0.91,4.19,0.06,0.08,Web Development,56.7,267132
45,57,0.71,0.87,4.27,0.18,0.105,Web Development,54.06,353130
16,20,0.93,0.72,3.63,0.05,0.13,Mobile Development,28.69,241233
32,34,0.66,0.76,3.99,0.27,0.118,Mobile Development,38.28,267245
8,13,0.98,0.96,4.5,-0.11,0.079,Mobile Development,66.0,287567
18,10,0.59,0.76,3.58,0.23,0.135,UI/UX Design,23.67,134994
30,34,0.62,0.91,4.67,0.06,0.048,UI/UX Design,62.14,280882
43,52,0.73,0.75,3.73,0.29,0.14,Mobile Development,39.49,263511
14,9,0.9,0.9,4.24,0.13,0.078,Mobile Development,59.75,266202
20,17,0.87,0.9,4.47,-0.2,0.087,Graphic Design,56.05,295358
42,50,0.59,0.91,4.1,0.27,0.091,Web Development,58.62,262489
14,7,0.62,0.82,4.07,0.11,0.098,UI/UX Design,36.24,181590
25,32,0.79,0.89,4.24,-0.0,0.081,Web Development,50.12,263445
35,36,0.65,0.84,4.01,0.27,0.099,Mobile Development,52.67,264509
41,56,0.71,0.98,4.91,-0.16,0.056,Mobile Development,72.95,377649
49,56,0.74,0.86,4.24,-0.06,0.081,Graphic Design,55.41,377501
34,41,0.8,0.77,3.62,0.13,0.143,Graphic Design,26.15,282650
29,41,0.63,0.89,4.32,-0.15,0.094,UI/UX Design,50.75,264543
29,31,0.58,0.85,4.16,0.03,0.079,UI/UX Design,41.1,213364
40,48,0.7,0.94,4.48,-0.06,0.087,Web Development,61.13,328530
21,32,0.54,0.73,3.5,0.29,0.136,Web Development,19.31,133532
5,10,0.76,0.78,3.88,0.12,0.123,UI/UX Design,26.48,150788
22,25,0.92,0.99,4.88,0.02,0.045,Mobile Development,80.24,372251
25,16,0.56,0.96,4.69,-0.09,0.06,UI/UX Design,64.42,251839
17,15,0.56,0.81,3.88,0.24,0.129,Web Development,32.38,155546
35,45,0.54,0.7,3.5,0.23,0.15,UI/UX Design,16.7,190715
42,43,0.92,0.81,3.64,0.27,0.15,Web Development,49.77,333995
17,11,0.54,0.75,3.97,0.18,0.116,Web Development,28.57,138778
21,13,0.99,0.85,4.05,0.13,0.101,Web Development,50.52,318938
29,28,0.68,0.79,3.8,0.28,0.119,Graphic Design,35.94,224400
48,52,0.66,0.94,4.34,0.14,0.098,Mobile Development,62.35,338327
31,31,0.55,0.7,3.63,0.19,0.15,Web Development,20.92,155801
40,51,0.79,0.9,4.51,-0.15,0.061,Mobile Development,53.91,337996
32,48,0.79,0.9,4.3,0.17,0.072,Mobile Development,61.12,299718
15,17,0.75,0.9,4.19,0.28,0.11,UI/UX Design,54.99,208990
33,31,0.66,0.85,4.14,0.2,0.103,Graphic Design,49.86,242425
16,18,0.68,0.88,4.22,-0.18,0.085,Graphic Design,42.63,200362
38,45,0.66,0.93,4.63,0.13,0.064,Mobile Development,65.99,341604
16,23,0.71,0.93,4.48,-0.18,0.054,Mobile Development,50.63,245780
24,30,0.67,0.7,3.5,0.0,0.138,UI/UX Design,16.62,154472
33,38,0.84,0.72,3.68,0.07,0.138,UI/UX Design,31.33,284728
46,52,0.65,0.94,4.31,-0.09,0.087,Web Development,55.28,342004
36,45,0.68,0.86,4.17,0.24,0.086,Graphic Design,51.41,258246
38,48,0.72,0.98,4.76,0.11,0.069,Graphic Design,74.77,374971
21,17,0.5,0.8,3.89,0.1,0.115,Mobile Development,31.41,159386
43,49,0.75,0.75,3.77,0.02,0.137,Web Development,31.33,308055
37,41,0.63,0.83,4.1,0.0,0.093,Mobile Development,44.99,251561
50,53,0.53,0.81,4.1,0.23,0.099,Mobile Development,46.12,286933
9,9,0.96,0.88,4.22,-0.1,0.106,Web Development,49.5,246562
12,10,0.66,0.93,4.21,0.14,0.107,Graphic Design,46.41,174469
39,42,0.71,0.89,4.1,0.08,0.087,Mobile Development,56.59,287865
10,13,0.91,0.77,3.88,0.28,0.114,Mobile Development,33.4,202249
41,47,0.58,0.9,4.41,-0.14,0.065,UI/UX Design,45.73,307580
45,54,0.93,0.9,4.31,0.05,0.101,Graphic Design,61.54,400673
43,33,0.62,0.86,4.17,0.01,0.106,Mobile Development,50.04,311746
32,36,0.79,0.91,4.3,-0.2,0.088,Web Development,52.72,273819
21,14,0.84,0.88,4.18,0.14,0.102,Mobile Development,52.75,273509
50,59,0.95,0.86,4.1,0.13,0.119,UI/UX Design,58.94,397086
41,56,0.8,0.9,4.31,0.01,0.077,Graphic Design,62.88,342161
22,34,0.73,0.91,4.45,0.02,0.055,Graphic Design,51.89,260337
20,19,0.79,0.77,3.8,0.15,0.107,UI/UX Design,34.71,249462
45,45,0.6,0.83,4.03,0.06,0.089,UI/UX Design,41.42,274210
40,46,0.84,0.85,4.24,-0.08,0.076,Web Development,50.47,358447
25,27,0.59,0.7,3.63,0.23,0.142,UI/UX Design,23.34,193633
15,16,0.78,0.95,4.8,0.17,0.065,Mobile Development,68.04,264041
19,28,0.82,0.82,3.99,0.2,0.107,Graphic Design,42.78,237138
5,6,0.95,0.74,3.6,0.04,0.15,Graphic Design,25.64,160861
35,51,0.73,0.83,4.07,0.06,0.116,Mobile Development,42.31,271023
30,42,0.89,0.76,3.69,0.01,0.147,Mobile Development,35.46,278430
21,26,0.58,0.89,4.34,-0.18,0.08,Mobile Development,45.64,211591
32,31,0.58,0.85,4.23,0.14,0.094,Web Development,45.59,219835
41,51,0.76,0.78,3.87,0.2,0.113,Web Development,45.92,306773
37,41,0.8,0.99,4.73,-0.02,0.059,Mobile Development,77.18,396327
49,59,0.82,0.79,4.0,0.16,0.105,Graphic Design,51.27,365194
28,28,0.87,0.88,4.53,-0.03,0.06,Graphic Design,57.66,327463
5,6,0.65,0.93,4.39,0.18,0.084,Mobile Development,57.69,155036
50,59,0.81,0.86,4.24,-0.1,0.084,Graphic Design,50.33,381888
42,60,0.59,0.97,4.65,0.09,0.054,UI/UX Design,71.31,311288
44,56,0.61,0.94,4.41,-0.16,0.086,Web Development,51.79,335989
38,45,0.53,0.95,4.5,-0.1,0.084,Mobile Development,52.8,277385
23,20,0.87,0.82,3.98,0.05,0.109,UI/UX Design,43.21,241677
31,26,0.75,0.86,4.45,0.04,0.075,Web Development,55.03,300879
47,52,0.62,0.94,4.68,0.02,0.066,Mobile Development,66.34,347203
22,14,0.78,0.97,4.55,-0.15,0.055,UI/UX Design,64.31,299902
44,58,0.68,0.98,4.78,0.1,0.044,Web Development,76.18,375515
21,14,0.92,0.98,4.57,0.08,0.077,Graphic Design,76.47,325421
21,15,0.76,0.92,4.36,0.07,0.097,Web Development,56.58,253131
35,57,0.51,0.7,3.7,0.24,0.14,Web Development,20.96,166147
47,58,0.99,0.82,4.31,-0.11,0.081,Mobile Development,51.74,444678
31,31,0.54,0.72,3.5,0.08,0.15,Web Development,14.94,164004
36,46,0.85,0.76,3.75,0.24,0.117,Mobile Development,35.73,312818
29,40,0.72,0.78,3.93,0.08,0.097,Graphic Design,34.62,248698
50,57,0.62,0.71,3.5,0.09,0.133,Mobile Development,20.59,248985
28,30,0.84,0.78,3.88,0.18,0.104,Web Development,41.43,274692
28,31,0.56,0.97,4.6,0.13,0.051,Mobile Development,67.93,238150
10,16,0.93,0.81,4.08,0.11,0.102,Graphic Design,41.91,210546
34,43,0.63,0.74,3.6,0.18,0.131,Mobile Development,30.46,220217
5,7,0.68,0.91,4.49,-0.05,0.074,UI/UX Design,51.82,178151
19,12,0.82,0.96,4.75,0.17,0.07,Web Development,69.67,323927
24,23,0.5,0.77,3.93,0.3,0.116,UI/UX Design,35.64,148421
26,32,0.74,0.78,3.83,0.21,0.134,UI/UX Design,35.54,252008
37,39,0.95,0.79,3.56,0.1,0.137,Web Development,37.97,319783
27,32,0.84,0.83,4.12,0.1,0.119,Mobile Development,45.01,296383
22,22,0.69,0.72,3.5,0.01,0.14,Graphic Design,18.69,167464
42,48,0.83,0.91,4.47,-0.15,0.076,UI/UX Design,57.72,377489
43,49,0.97,0.97,4.72,-0.18,0.072,Graphic Design,71.49,453083
48,56,0.59,0.88,4.26,0.03,0.101,Mobile Development,46.14,320861
50,59,0.77,0.83,4.06,0.12,0.125,Mobile Development,52.21,365743
33,29,0.62,0.77,4.04,0.28,0.102,UI/UX Design,38.77,246416
30,30,0.93,0.84,4.3,-0.13,0.069,Graphic Design,57.01,330119
12,12,0.86,0.84,4.05,0.09,0.096,Mobile Development,46.64,250714
47,57,0.9,0.91,4.15,0.0,0.116,Web Development,62.97,412371
19,11,0.97,1.0,5.0,-0.03,0.025,UI/UX Design,86.17,386951
49,58,0.62,0.71,3.5,0.15,0.135,Mobile Development,23.7,260829
24,29,0.52,0.96,4.66,-0.07,0.061,UI/UX Design,59.82,235667
30,38,0.65,0.96,4.63,0.05,0.06,UI/UX Design,68.97,306670
46,54,0.7,0.73,3.7,0.16,0.117,Web Development,33.33,283995
26,34,0.81,0.76,3.96,0.24,0.111,Mobile Development,38.25,241705
47,48,0.9,0.81,3.98,0.24,0.117,Web Development,50.66,365898
20,27,0.67,0.86,4.12,0.2,0.09,UI/UX Design,48.33,225838
35,31,0.74,0.74,3.71,0.12,0.118,Mobile Development,27.01,256685
28,33,0.89,0.77,3.62,0.02,0.15,Graphic Design,30.31,258527
40,55,0.61,0.96,4.51,-0.1,0.074,UI/UX Design,58.9,299974
25,26,0.61,0.72,3.55,0.2,0.132,Mobile Development,17.01,143309
40,54,0.79,0.82,4.12,0.23,0.106,Web Development,52.94,318226
14,12,0.72,0.93,4.69,0.03,0.065,UI/UX Design,63.55,256846
18,22,0.97,0.99,4.91,-0.01,0.041,Mobile Development,81.15,348446
28,25,0.68,0.79,4.04,0.1,0.091,Web Development,33.33,240735
40,46,0.88,0.76,3.93,0.21,0.1,Graphic Design,42.58,340366
39,54,0.79,0.93,4.56,0.06,0.047,Web Development,71.34,372075
20,25,0.53,0.91,4.42,0.2,0.066,UI/UX Design,56.22,203514
50,59,0.54,0.97,4.53,-0.13,0.05,Web Development,65.59,313668
31,27,0.6,0.73,3.62,0.12,0.15,Mobile Development,19.54,197522
29,33,0.57,0.89,4.1,0.07,0.083,UI/UX Design,46.66,216612
33,45,0.66,0.82,3.93,0.1,0.119,UI/UX Design,43.44,211331
50,54,0.79,0.98,4.72,-0.19,0.065,Mobile Development,68.77,412979
17,12,0.8,0.83,4.06,0.24,0.121,Web Development,45.72,257451
16,6,0.79,0.84,4.0,0.12,0.106,Mobile Development,44.03,220624
34,37,0.56,0.72,3.5,0.28,0.15,Mobile Development,20.64,190566
15,18,0.8,0.8,3.85,0.29,0.14,UI/UX Design,38.57,225636
33,35,0.7,0.82,3.96,0.29,0.12,UI/UX Design,52.93,262425
27,28,0.95,0.73,3.64,0.05,0.15,Mobile Development,29.9,272957
44,56,0.96,0.85,4.26,-0.13,0.096,Graphic Design,56.63,375853
23,24,0.88,0.81,3.95,0.09,0.097,Graphic Design,48.9,265529
31,37,0.85,0.95,4.53,-0.17,0.055,Graphic Design,61.86,336796
34,35,0.56,0.71,3.5,0.03,0.15,Graphic Design,13.17,187323
32,34,0.54,0.91,4.39,0.07,0.093,Web Development,47.81,242589
40,54,0.92,0.93,4.64,-0.01,0.056,UI/UX Design,70.66,397428
36,50,0.71,0.77,3.64,0.29,0.125,Graphic Design,35.58,210349
30,34,0.73,0.72,3.5,0.29,0.136,Mobile Development,27.31,224223
31,35,0.92,0.97,4.7,0.09,0.07,UI/UX Design,77.45,360707
24,21,0.81,0.78,4.03,0.13,0.094,Web Development,41.06,266536
41,45,0.59,0.73,3.67,0.12,0.132,UI/UX Design,26.2,251032
30,24,0.61,0.79,3.76,0.24,0.146,Graphic Design,34.22,189581
19,23,0.5,0.8,3.9,0.03,0.099,Web Development,25.08,166807
6,6,0.86,0.81,3.98,0.03,0.117,Web Development,39.19,194453
14,19,0.74,0.99,4.87,0.05,0.034,Mobile Development,77.38,281145
50,56,0.97,0.99,4.61,0.15,0.045,Mobile Development,89.43,452332
44,52,0.86,0.97,4.92,0.03,0.039,Web Development,82.28,421763
36,55,0.55,0.8,3.87,0.04,0.12,UI/UX Design,34.84,194690
11,7,0.58,0.97,4.58,0.06,0.048,Mobile Development,65.27,222015
50,59,0.75,0.91,4.43,-0.02,0.066,Graphic Design,64.57,349123
29,33,0.96,0.97,4.46,-0.15,0.082,Web Development,66.19,334451
46,54,0.62,0.84,4.4,-0.03,0.088,UI/UX Design,50.91,326402
40,55,0.91,0.76,3.85,0.24,0.126,UI/UX Design,45.1,331034
39,35,0.66,0.96,4.57,0.06,0.049,Mobile Development,71.25,299811
39,43,0.63,0.83,3.93,0.22,0.129,UI/UX Design,44.75,254475
38,56,0.95,1.0,4.77,-0.09,0.035,Mobile Development,81.18,408323
11,9,0.52,0.75,3.88,0.19,0.129,UI/UX Design,27.3,109722
11,6,0.83,1.0,4.74,0.1,0.032,UI/UX Design,77.15,289016
9,13,0.52,0.74,3.58,0.2,0.137,Web Development,22.56,100171
33,34,0.9,0.83,4.15,0.12,0.097,UI/UX Design,52.71,353444
50,60,0.91,0.89,4.19,0.07,0.076,UI/UX Design,69.11,412197
34,44,0.95,0.93,4.52,0.07,0.055,UI/UX Design,72.76,356283
13,8,0.59,0.9,4.43,-0.01,0.068,Graphic Design,50.72,198301
33,37,0.56,0.82,4.1,0.21,0.122,Mobile Development,39.94,239057
21,15,0.75,0.72,3.67,0.14,0.148,Graphic Design,21.34,202911
15,15,0.64,0.84,3.95,0.1,0.127,Web Development,41.13,179880
17,24,0.8,0.81,3.93,0.07,0.122,Web Development,37.03,207902
47,51,0.76,0.9,4.32,-0.16,0.076,Graphic Design,58.33,341809
29,39,0.57,0.74,3.68,0.14,0.144,UI/UX Design,18.79,164007
42,38,0.87,0.83,3.79,0.21,0.133,Web Development,47.51,313999
28,28,0.9,1.0,4.59,-0.08,0.067,UI/UX Design,75.92,343736
47,60,0.98,0.75,4.04,0.1,0.099,Mobile Development,50.62,401276
35,33,0.7,0.88,4.37,0.04,0.071,UI/UX Design,55.98,292033
32,37,0.67,0.72,3.55,0.14,0.139,Graphic Design,21.04,228847
45,55,0.6,0.73,3.65,0.29,0.131,UI/UX Design,31.12,249786
10,12,0.59,0.87,4.52,0.12,0.052,UI/UX Design,49.41,176691
21,34,0.66,0.82,3.76,0.26,0.142,UI/UX Design,36.92,197757
17,13,0.99,0.89,4.33,-0.02,0.078,Mobile Development,57.3,299539
5,6,0.55,0.94,4.5,-0.12,0.078,Web Development,39.34,142736
46,60,0.63,0.93,4.7,-0.13,0.045,UI/UX Design,59.87,377599
13,8,0.54,0.95,4.65,0.0,0.062,Web Development,58.46,200384
24,29,0.64,0.87,4.58,-0.09,0.045,UI/UX Design,51.94,291989
26,28,0.55,0.83,4.17,0.08,0.081,Web Development,43.65,188297
8,13,0.75,0.84,4.03,0.25,0.102,Mobile Development,41.1,156766
47,59,0.72,0.92,4.41,-0.19,0.068,Web Development,61.67,363445
44,52,0.59,0.84,4.21,0.1,0.087,Web Development,49.38,322216
31,42,0.59,0.72,3.78,0.23,0.144,Mobile Development,20.62,192519
19,8,0.81,0.75,3.61,0.12,0.125,Web Development,29.07,201896
43,56,0.69,0.8,3.98,0.11,0.11,UI/UX Design,43.55,288968
